3,3,8,,15.33,LMS,73.60%,VP,26.40%
3,4,8,,15.581,LMS,55.00%,VP,45.00%
3,5,8,,14.324,VP,62.50%,LMS,37.50%
3,6,8,,9.36,VP,82.00%,LMS,18.00%
3,7,8,,3.604,VP,94.70%,LMS,5.30%
3,1,9,,7.866,LMS,96.40%,VP,3.60%
3,2,9,,13.042,LMS,89.00%,VP,11.00%
3,3,9,,17.374,LMS,81.40%,VP,18.60%
3,4,9,,20.24,LMS,65.70%,VP,34.30%
3,5,9,,19.425,VP,51.10%,LMS,48.90%
3,6,9,,17.23,VP,67.50%,LMS,32.50%
3,7,9,,10.073,VP,86.30%,LMS,13.70%
3,8,9,,3.648,VP,96.30%,LMS,3.70%
3,1,10,,7.743,LMS,96.60%,VP,3.40%
3,2,10,,14.613,LMS,92.50%,VP,7.50%
3,3,10,,19.291,LMS,86.00%,VP,14.00%
3,4,10,,24.325,LMS,75.00%,VP,25.00%
3,5,10,,24.049,LMS,60.10%,VP,39.90%
3,6,10,,22.955,VP,54.40%,LMS,45.60%
3,7,10,,18.561,VP,70.30%,LMS,29.70%
3,8,10,,11.351,VP,86.80%,LMS,13.20%
3,9,10,,4.206,VP,95.70%,LMS,4.30%
4,1,5,,6.689,LMS,75.70%,VP,24.30%
4,2,5,,7.447,VP,53.80%,LMS,46.20%
4,3,5,,5.685,VP,82.30%,LMS,17.70%
4,4,5,,1.947,VP,97.80%,LMS,2.20%
4,1,6,,8.238,LMS,81.40%,VP,18.60%
4,2,6,,10.429,LMS,60.70%,VP,39.30%
4,3,6,,9.561,VP,66.80%,LMS,33.20%
4,4,6,,6.625,VP,86.70%,LMS,13.30%
4,5,6,,2.172,VP,98.40%,LMS,1.60%
4,1,7,,8.974,LMS,88.40%,VP,11.60%
4,2,7,,13.435,LMS,69.70%,VP,30.30%
4,3,7,,14.832,VP,50.10%,LMS,49.90%
4,4,7,,11.83,VP,72.30%,LMS,27.70%
4,5,7,,7.237,VP,89.30%,LMS,10.70%
4,6,7,,2.318,VP,97.90%,LMS,2.10%
4,1,8,,10.054,LMS,89.50%,VP,10.50%
4,2,8,,14.516,LMS,80.30%,VP,19.70%
4,3,8,,18.288,LMS,63.60%,VP,36.40%
4,4,8,,17.277,VP,60.20%,LMS,39.80%
4,5,8,,12.798,VP,77.50%,LMS,22.50%
4,6,8,,7.914,VP,90.80%,LMS,9.20%
4,7,8,,2.482,VP,98.40%,LMS,1.60%
4,1,9,,11.066,LMS,95.10%,VP,4.90%
4,2,9,,17.071,LMS,84.40%,VP,15.60%
4,3,9,,21.183,LMS,72.50%,VP,27.50%
4,4,9,,22.628,LMS,54.70%,VP,45.30%
4,5,9,,21.083,VP,62.10%,LMS,37.90%
4,6,9,,15.037,VP,77.60%,LMS,22.40%
4,7,9,,8.25,VP,92.20%,LMS,7.80%
4,8,9,,2.382,VP,98.70%,LMS,1.30%
4,1,10,,10.911,LMS,96.20%,VP,3.80%
4,2,10,,18.774,LMS,87.10%,VP,12.90%
4,3,10,,24.466,LMS,80.20%,VP,19.80%
4,4,10,,27.106,LMS,65.40%,VP,34.60%
4,5,10,,27.027,VP,52.40%,LMS,47.60%
4,6,10,,22.802,VP,66.30%,LMS,33.70%
4,7,10,,16.71,VP,82.30%,LMS,17.70%
4,8,10,,8.472,VP,94.10%,LMS,5.90%
4,9,10,,2.215,VP,98.80%,LMS,1.20%
5,1,5,,7.973,LMS,68.20%,VP,31.80%
5,2,5,,7.557,VP,66.10%,LMS,33.90%
5,3,5,,5.297,VP,89.60%,LMS,10.40%
5,4,5,,1.63,VP,99.50%,LMS,0.50%
5,1,6,,9.101,LMS,76.50%,VP,23.50%
5,2,6,,11.342,VP,53.20%,LMS,46.80%
5,3,6,,9.744,VP,77.20%,LMS,22.80%
5,4,6,,5.476,VP,93.90%,LMS,6.10%
5,5,6,,1.83,VP,98.70%,LMS,1.30%
5,1,7,,10.503,LMS,83.60%,VP,16.40%
5,2,7,,14.402,LMS,62.90%,VP,37.10%
5,3,7,,14.779,VP,64.30%,LMS,35.70%
5,4,7,,11.491,VP,80.10%,LMS,19.90%
5,5,7,,5.739,VP,96.40%,LMS,3.60%
5,6,7,,1.896,VP,99.20%,LMS,0.80%
5,1,8,,11.778,LMS,89.00%,VP,11.00%
5,2,8,,17.306,LMS,72.20%,VP,27.80%
5,3,8,,19.229,VP,50.30%,LMS,49.70%
5,4,8,,17.392,VP,68.70%,LMS,31.30%
5,5,8,,12.062,VP,87.20%,LMS,12.80%
5,6,8,,5.603,VP,96.40%,LMS,3.60%
5,7,8,,1.88,VP,99.30%,LMS,0.70%
5,1,9,,12.811,LMS,92.60%,VP,7.40%
5,2,9,,19.915,LMS,79.30%,VP,20.70%
5,3,9,,23.663,LMS,62.70%,VP,37.30%
5,4,9,,22.602,VP,54.60%,LMS,45.40%
5,5,9,,20.114,VP,72.40%,LMS,27.60%
5,6,9,,13.323,VP,88.60%,LMS,11.40%
5,7,9,,6.647,VP,96.70%,LMS,3.30%
5,8,9,,1.621,VP,99.70%,LMS,0.30%
5,1,10,,14.306,LMS,93.40%,VP,6.60%
5,2,10,,22.723,LMS,85.20%,VP,14.80%
5,3,10,,27.381,LMS,70.80%,VP,29.20%
5,4,10,,28.831,LMS,53.20%,VP,46.80%
5,5,10,,26.846,VP,62.10%,LMS,37.90%
5,6,10,,21.381,VP,78.50%,LMS,21.50%
5,7,10,,13.62,VP,89.80%,LMS,10.20%
5,8,10,,6.341,VP,97.30%,LMS,2.70%
5,9,10,,1.984,VP,99.60%,LMS,0.40%
6,1,5,,8.562,LMS,60.00%,VP,40.00%
6,2,5,,7.819,VP,73.70%,LMS,26.30%
6,3,5,,4.416,VP,94.40%,LMS,5.60%
6,4,5,,1.406,VP,99.60%,LMS,0.40%
6,1,6,,10.556,LMS,71.00%,VP,29.00%
6,2,6,,11.479,VP,59.50%,LMS,40.50%
6,3,6,,9.675,VP,78.70%,LMS,21.30%
6,4,6,,4.954,VP,95.50%,LMS,4.50%
6,5,6,,1.303,VP,100.00%,,0.00%
6,1,7,,11.925,LMS,77.20%,VP,22.80%
6,2,7,,15.872,LMS,52.50%,VP,47.50%
6,3,7,,14.387,VP,68.30%,LMS,31.70%
6,4,7,,10.332,VP,89.00%,LMS,11.00%
6,5,7,,4.9,VP,97.90%,LMS,2.10%
6,6,7,,1.349,VP,99.80%,LMS,0.20%
6,1,8,,14.187,LMS,83.70%,VP,16.30%
6,2,8,,19.32,LMS,66.40%,VP,33.60%
6,3,8,,20.423,VP,53.20%,LMS,46.80%
6,4,8,,16.959,VP,75.70%,LMS,24.30%
6,5,8,,10.993,VP,90.00%,LMS,10.00%
6,6,8,,5.292,VP,98.20%,LMS,1.80%
6,7,8,,1.379,VP,99.90%,LMS,0.10%
6,1,9,,15.642,LMS,89.10%,VP,10.90%
6,2,9,,21.869,LMS,75.10%,VP,24.90%
6,3,9,,25.531,LMS,56.20%,VP,43.80%
6,4,9,,23.29,VP,65.60%,LMS,34.40%
6,5,9,,18.386,VP,81.10%,LMS,18.90%
6,6,9,,11.579,VP,92.70%,LMS,7.30%
6,7,9,,5.559,VP,97.60%,LMS,2.40%
6,8,9,,1.34,VP,99.90%,LMS,0.10%
6,1,10,,15.682,LMS,91.90%,VP,8.10%
6,2,10,,23.083,LMS,82.40%,VP,17.60%
6,3,10,,29.268,LMS,64.80%,VP,35.20%
6,4,10,,30.845,VP,50.90%,LMS,49.10%
6,5,10,,25.782,VP,70.40%,LMS,29.60%
6,6,10,,19.852,VP,83.40%,LMS,16.60%
6,7,10,,12.399,VP,93.90%,LMS,6.10%
6,8,10,,5.309,VP,98.70%,LMS,1.30%
6,9,10,,1.383,VP,99.90%,LMS,0.10%
7,1,5,,8.777,LMS,52.00%,VP,48.00%
7,2,5,,7.608,VP,80.10%,LMS,19.90%
7,3,5,,4.069,VP,96.10%,LMS,3.90%
7,4,5,,1.256,VP,99.90%,LMS,0.10%
7,1,6,,11.327,LMS,65.80%,VP,34.20%
7,2,6,,12.358,VP,61.30%,LMS,38.70%
7,3,6,,8.593,VP,89.90%,LMS,10.10%
7,4,6,,4.334,VP,97.80%,LMS,2.20%
7,5,6,,1.265,VP,99.90%,LMS,0.10%
7,1,7,,13.391,LMS,74.50%,VP,25.50%
7,2,7,,15.892,VP,51.90%,LMS,48.10%
7,3,7,,14.415,VP,77.30%,LMS,22.70%
7,4,7,,9.24,VP,92.80%,LMS,7.20%
7,5,7,,4.223,VP,99.20%,LMS,0.80%
7,6,7,,1.232,VP,100.00%,,0.00%
7,1,8,,14.966,LMS,81.70%,VP,18.30%
7,2,8,,19.222,LMS,59.20%,VP,40.80%
7,3,8,,20.3,VP,62.70%,LMS,37.30%
7,4,8,,15.918,VP,80.50%,LMS,19.50%
7,5,8,,9.97,VP,94.00%,LMS,6.00%
7,6,8,,4.478,VP,98.90%,LMS,1.10%
7,7,8,,1.298,VP,99.90%,LMS,0.10%
7,1,9,,17.123,LMS,88.30%,VP,11.70%
7,2,9,,23.907,LMS,68.20%,VP,31.80%
7,3,9,,25.481,VP,53.20%,LMS,46.80%
7,4,9,,23.588,VP,69.50%,LMS,30.50%
7,5,9,,16.677,VP,86.10%,LMS,13.90%
7,6,9,,9.777,VP,95.90%,LMS,4.10%
7,7,9,,4.743,VP,99.20%,LMS,0.80%
7,8,9,,1.232,VP,100.00%,,0.00%
7,1,10,,17.989,LMS,89.70%,VP,10.30%
7,2,10,,27.249,LMS,74.80%,VP,25.20%
7,3,10,,30.214,LMS,58.00%,VP,42.00%
7,4,10,,30.164,VP,60.10%,LMS,39.90%
7,5,10,,24.888,VP,77.40%,LMS,22.60%
7,6,10,,17.328,VP,90.90%,LMS,9.10%
7,7,10,,10.194,VP,97.80%,LMS,2.20%
7,8,10,,4.697,VP,99.40%,LMS,0.60%
7,9,10,,1.244,VP,100.00%,,0.00%
